Product Name,Product Link,Product Price
Eva Stone Choco Raisin Compound,https://www.carrefour.ke/mafken/en/dried-fruits/eva-stone-choco-raisin-compound-/p/146425,210
Raw Peanuts,https://www.carrefour.ke/mafken/en/dried-fruits/eva-raw-peanuts/p/162437,80
Eva Salted Cashew Nuts,https://www.carrefour.ke/mafken/en/dried-fruits/eva-salted-cashewnuts/p/175328,270
Sweetunda Dried Mango 100G,https://www.carrefour.ke/mafken/en/dried-fruits/sweetunda-dried-mango-100g/p/73699,300
Eva Pick Mix Candy,https://www.carrefour.ke/mafken/en/dried-fruits/eva-pick-mix-candy-pkg/p/212506,95
Eva Roasted Peanuts With Skin,https://www.carrefour.ke/mafken/en/dried-fruits/eva-in-shell-roasted-peanuts/p/146338,180
Roasted Macadamia,https://www.carrefour.ke/mafken/en/dried-fruits/eva-roasted-macademia-nuts/p/146470,3500
Eva Popping Candy,https://www.carrefour.ke/mafken/en/dried-fruits/eva-popping-candy-pkg/p/192515,190
Eva Strawberry Choco Chips,https://www.carrefour.ke/mafken/en/dried-fruits/eva-strawberry-choco-chips-pkg/p/192521,230
BlueBand Margarine Medium Fat Spread 500g,https://www.carrefour.ke/mafken/en/other-spreadables/blueband-roots3-margarine-500g/p/13867,280
BlueBand Margarine Medium Fat Spread 1Kg,https://www.carrefour.ke/mafken/en/other-spreadables/blueband-roots3-margarine-1kg/p/13866,469
Prestige Margarine 1Kg,https://www.carrefour.ke/mafken/en/other-spreadables/lp-prestige-margarine-1kg/p/21007,417
Nutella Ferrero Cocoa And Hazelnut Spread 350g,https://www.carrefour.ke/mafken/en/choco-spreads/nutella-chocolate-spread-350g/p/23239,1000
Nutella Ferrero Cocoa And Hazelnut Spread 750g,https://www.carrefour.ke/mafken/en/choco-spreads/nutella-chocolate-spread-750g/p/23240,2080
Nuteez Smooth Peanut Butter 400g,https://www.carrefour.ke/mafken/en/peanut-butter/nuteez-smooth-peanut-butter-400g/p/25528,295
BlueBand Peanut Butter 400g,https://www.carrefour.ke/mafken/en/peanut-butter/blue-band-peanut-butter400g/p/108963,315
BlueBand Peanut Butter 800G,https://www.carrefour.ke/mafken/en/peanut-butter/blue-band-peanut-butter800g/p/108964,605
Nuteez Smooth Peanut Butter 800g,https://www.carrefour.ke/mafken/en/peanut-butter/nuteez-smooth-peanut-butter-800g/p/25534,570
Prestige Original Margarine 500G,https://www.carrefour.ke/mafken/en/other-spreadables/lp-prestige-margarine-orginal-500g/p/48022,237
BlueBand Margarine Medium Fat Spread 250g,https://www.carrefour.ke/mafken/en/other-spreadables/blueband-roots3-margarine-250g/p/13869,148
Nutella Ferrero Cocoa And Hazelnut Spread 180g,https://www.carrefour.ke/mafken/en/choco-spreads/nutella-chocolate-spread-180g/p/23238,615
Dairyland Chocolate Spread 650g,https://www.carrefour.ke/mafken/en/choco-spreads/dairyland-chocolate-spread-650gms/p/140299,850
Zesta Smooth Peanut Butter 800g,https://www.carrefour.ke/mafken/en/peanut-butter/zesta-smooth-peanut-butter-800g/p/27792,525
Prestige Vanilla Margarine 1Kg,https://www.carrefour.ke/mafken/en/other-spreadables/prestige-vanilla-margarine-1kg/p/218262,417
Skippy Chunky Peanut Butter 500g,https://www.carrefour.ke/mafken/en/peanut-butter/skippy-peanut-butter-chunky-500g/p/1992,1290
Skippy Peanut Butter Creamy 340G,https://www.carrefour.ke/mafken/en/peanut-butter/skippy-peanut-butter-creamy-340g/p/1988,845
Nuteez Natural Crunchy Peanut Butter 400g,https://www.carrefour.ke/mafken/en/peanut-butter/nuteez-crunchy-peanut-butter-400g/p/25532,295
Nuteez Natural Crunchy Peanut Butter 800g,https://www.carrefour.ke/mafken/en/peanut-butter/nuteez-crunchy-peanut-butter-800g/p/25536,570
Gold Band Band Margarine 500g,https://www.carrefour.ke/mafken/en/other-spreadables/gold-band-margarine-500g/p/34131,186
Prestige Vanilla Margarine 500G,https://www.carrefour.ke/mafken/en/other-spreadables/prestige-margarine-with-vanilla500g/p/21009,237
Lotus Biscoff Spread Cookie Butter 400g,https://www.carrefour.ke/mafken/en/peanut-butter/lotus-biscoff-spread-400g/p/210737,1602
Nuteez Smooth Peanut Butter 250g,https://www.carrefour.ke/mafken/en/peanut-butter/nuteez-smooth-peanut-butter-250g/p/25522,195
Gold Band Band Margarine 1kg,https://www.carrefour.ke/mafken/en/other-spreadables/gold-band-margarine-1kg/p/34132,344
Nut Gold Creamy Peanut Butter 250G,https://www.carrefour.ke/mafken/en/peanut-butter/nut-gold-creamy-peanut-butter-250g/p/73062,215
Nut Gold Crunchy Peanut Butter 250G,https://www.carrefour.ke/mafken/en/peanut-butter/nut-gold-crunchy-peanut-butter-250g/p/73063,215
Zesta Smooth Peanut Butter 125g,https://www.carrefour.ke/mafken/en/peanut-butter/zesta-smooth-peanut-butter-125g/p/191381,100
Peptang Healthy Crunchy Peanut Butter 250g,https://www.carrefour.ke/mafken/en/peanut-butter/peptang-crunchy-peanut-butter-250g/p/120469,215
NUT GOLD PEANUT BUTTER CRUNCHY800G,https://www.carrefour.ke/mafken/en/peanut-butter/nut-gold-peanut-butter-crunchy800g/p/197212,699
BlueBand Low Fat Spread 1Kg,https://www.carrefour.ke/mafken/en/other-spreadables/blueband-low-fat-spread1kg/p/212613,370
Skippy Chunky Peanut Butter 340g,https://www.carrefour.ke/mafken/en/peanut-butter/skippy-peanut-butter-chunky-340g/p/1991,845
Lyons Maid Chocotella Tub 500Gm,https://www.carrefour.ke/mafken/en/choco-spreads/lyons-maid-chocotella-tub-500gm/p/178414,750
Naturalli Peanut Butter 170g,https://www.carrefour.ke/mafken/en/peanut-butter/naturalli-peanut-butter-170g/p/124297,199
MaCuisine Good Bee Honey 500g,https://www.carrefour.ke/mafken/en/natural-honey/macuisine-honey-bee-good500g/p/136258,579
Kaputei Naturals Honey 1Kg,https://www.carrefour.ke/mafken/en/natural-honey/kaputei-natural-honey-1kg/p/91177,829
Kaputei Natural Honey 2kg,https://www.carrefour.ke/mafken/en/natural-honey/kaputei-natural-honey-2kg/p/119943,1549
SESIA Pure Honey Squeeze 375g,https://www.carrefour.ke/mafken/en/natural-honey/sesia-honey-squeeze-350g/p/72720,280
SESIA Pure Honey Squeeze 500g,https://www.carrefour.ke/mafken/en/natural-honey/sesia-honey-squeeze-500g/p/72719,430
Kaputei Naturals Honey 500g,https://www.carrefour.ke/mafken/en/natural-honey/kaputei-natural-honey-500g/p/119941,434
Eva Acacia Honey,https://www.carrefour.ke/mafken/en/natural-honey/eva-acacia-honey/p/146360,390
Eva Peanut Butter,https://www.carrefour.ke/mafken/en/natural-honey/eva-peanut-butter/p/146553,440
Woodlands Kitui Pure Honey 1Kg,https://www.carrefour.ke/mafken/en/natural-honey/woodlands-kitui-honey-jar-1kg/p/25450,770
Nutri Choice Pure Natural And Organic Real Honey 500g,https://www.carrefour.ke/mafken/en/natural-honey/real-honey-squeez-500g/p/19732,440
Woodlands Kitui Pure Honey 500g,https://www.carrefour.ke/mafken/en/natural-honey/woodlands-kitui-honey-jar-500g/p/25452,390
Kaputei Natural Honey 300g,https://www.carrefour.ke/mafken/en/natural-honey/kaputei-honey-premium-300g/p/119942,291
Tropical Gold Honey 1Kg,https://www.carrefour.ke/mafken/en/natural-honey/tropical-gold-honey-jar-1kg/p/6074,765
Woodlands Kitui Pure Honey Squeeze 500g,https://www.carrefour.ke/mafken/en/natural-honey/woodlands-kitui-honey-squeezy-500g/p/25454,400
Eva Organic Polyfloral Honey,https://www.carrefour.ke/mafken/en/natural-honey/eva-organic-polyfloral-honey/p/146356,810
SESIA Pure Honey 500g,https://www.carrefour.ke/mafken/en/natural-honey/sesia-honey-jar-500g/p/72718,425
Kaputei Select Harvest Honey 450g,https://www.carrefour.ke/mafken/en/natural-honey/kaputei-select-honey-450g/p/119940,440
Woodlands Kitui Pure Honey Squeeze 375g,https://www.carrefour.ke/mafken/en/natural-honey/woodlands-kitui-honey-squeezy-375g/p/25445,270
Tropical Gold Honey 500g,https://www.carrefour.ke/mafken/en/natural-honey/tropical-gold-honey-jar-500g/p/6075,384
ALL TIME HONEY HEXA SQUEEZE 500G,https://www.carrefour.ke/mafken/en/natural-honey/all-time-honey-hexa-squeeze-500g/p/194518,692
Capilano Pure Honey 220g,https://www.carrefour.ke/mafken/en/natural-honey/capillano-pure-honey-jar-squeez220g/p/63924,955
Nutri Choice Pure Natural And Organic Real Honey 500g,https://www.carrefour.ke/mafken/en/natural-honey/real-honey-jar-500g/p/19731,430
ALL TIME HONEY HEXA SQUEEZE 1KG,https://www.carrefour.ke/mafken/en/natural-honey/all-time-honey-hexa-squeeze-1kg/p/194519,1360
Peptang Squeezy Pure African Honey 500g,https://www.carrefour.ke/mafken/en/natural-honey/peptang-honey-squeezy-500g/p/13996,450
Zesta Strawberry Jam Pet 900g,https://www.carrefour.ke/mafken/en/strawberry-jam/zesta-strawberry-jam-pet-900g/p/130085,302
Zesta Strawberry Jam 450g,https://www.carrefour.ke/mafken/en/strawberry-jam/zesta-strawberry-jam-pet-450g/p/130081,235
ZESTA RED PLUM JAM 500G,https://www.carrefour.ke/mafken/en/fruity-jam/lp-zesta-red-plum-jam-500g/p/27727,223
Ma Cuisine Just Raspberry Jam 300g,https://www.carrefour.ke/mafken/en/fruity-jam/mc-just-raspberry-jam-300g/p/124343,398
Kaputei Strawberry Jam 400g,https://www.carrefour.ke/mafken/en/strawberry-jam/kaputei-strawberry-jam-400g/p/119944,349
Zesta Strawberry Jam 500g,https://www.carrefour.ke/mafken/en/strawberry-jam/zesta-strawberry-jam-500g/p/27738,234
Zesta Mixed Fruit Jam Pet 450g,https://www.carrefour.ke/mafken/en/fruity-jam/zesta-mixed-fruit-jam-pet-450g/p/130080,215
Peptang Strawberry Jam 1Kg,https://www.carrefour.ke/mafken/en/strawberry-jam/peptang-strawberry-jam-1kg-pet/p/69671,383
Vitrac Blueberry Jam 430g,https://www.carrefour.ke/mafken/en/fruity-jam/vitrac-blueberry-jam-430g/p/166739,280
Kaputei Orange Marmalade 360g,https://www.carrefour.ke/mafken/en/fruity-jam/kaputei-orange-marmalade-360g/p/112968,349
Zesta Red Plum Fruit Jam 900g,https://www.carrefour.ke/mafken/en/fruity-jam/zesta-red-plum-jam-900g/p/130083,345
Zesta Mixed Fruit Jam 500g,https://www.carrefour.ke/mafken/en/fruity-jam/zesta-mixed-fruit-jam-500g/p/27732,223
Fragata La Vieja Fabrica Peach Marmalde 350g,https://www.carrefour.ke/mafken/en/fruity-jam/fragata-peach-marmalde-350g/p/35336,525
HERO FOREST BERRY JAM 350G,https://www.carrefour.ke/mafken/en/fruity-jam/hero-forest-berry-jam-350g/p/141940,590
Zesta Red Plum Fruit Jam 1Kg,https://www.carrefour.ke/mafken/en/fruity-jam/zesta-red-plum-jam-1kg/p/27728,449
Vitrac Strawberry Jam 430g,https://www.carrefour.ke/mafken/en/strawberry-jam/vitrac-jam-strawberry-430g/p/144558,279
Zesta Strawberry Jam 1Kg,https://www.carrefour.ke/mafken/en/strawberry-jam/zesta-strawberry-jam-1kg/p/27739,469
Zesta Red Plum Fruit Jam 450g,https://www.carrefour.ke/mafken/en/fruity-jam/zesta-red-plum-jam-450g/p/130079,215
Zesta Pet Orange Marmalade Fruit Jam 450g,https://www.carrefour.ke/mafken/en/fruity-jam/zesta-orange-marmalade-pet-450g/p/130082,215
Peptang Pet Mixed Fruit Jam 500g,https://www.carrefour.ke/mafken/en/fruity-jam/peptang-mixed-fruit-jam-pet-500g/p/13966,212
Zesta Mixed Fruit Jam Pet 900g,https://www.carrefour.ke/mafken/en/fruity-jam/zesta-mixed-fruit-jam-pet-900g/p/130084,345
Peptang Pet Pineapple Jam 500g,https://www.carrefour.ke/mafken/en/fruity-jam/peptang-pineapple-jam-pet-500g/p/13971,215
Zesta Red Plum Jam 200g,https://www.carrefour.ke/mafken/en/fruity-jam/zesta-red-plum-jam-200g/p/27725,85
Zesta Orange Marmalade Jam 500g,https://www.carrefour.ke/mafken/en/fruity-jam/zesta-orange-marmalade-500g/p/27735,259
HERO MIXED FRUITS JAM 340G,https://www.carrefour.ke/mafken/en/fruity-jam/hero-mixed-fruits-jam-340g/p/55873,390
Zesta Orange Marmalade Fruit Jam 1Kg,https://www.carrefour.ke/mafken/en/fruity-jam/zesta-orange-marmalade-1kg/p/27736,449
Carrefour Bio Apricot Fruit Jam 360g,https://www.carrefour.ke/mafken/en/apricot-jam/crf-bio-jam-extra-apricot-360g/p/18372,899
Zesta Red Plum Jam 100g,https://www.carrefour.ke/mafken/en/fruity-jam/zesta-red-plum-jam-100g/p/27724,49
Kenylon Mixed Fruit Jam 500g,https://www.carrefour.ke/mafken/en/fruity-jam/kenylon-mixed-fruit-jam-500g/p/27754,229
Vitrac Apricot Light Jam 220g,https://www.carrefour.ke/mafken/en/apricot-jam/vitrac-apricot-light-jam220g/p/11069,196
Kenylon Orange Marmalade 500g,https://www.carrefour.ke/mafken/en/fruity-jam/kenylon-orange-marmalade-500g/p/27756,229
KOL STRAWBERRY JAM PET 500G,https://www.carrefour.ke/mafken/en/strawberry-jam/kol-strawberry-jam-pet-500g/p/188460,188
Peptang Red Plum Jam 250g,https://www.carrefour.ke/mafken/en/fruity-jam/peptang-red-plum-jam-250g/p/13943,145
Santa Maria Spaghetti Pasta 700G,https://www.carrefour.ke/mafken/en/spaghetti/santa-maria-pasta-spaghetti-700g/p/1910,220
Santa Lucia Spaghetti Pasta 1Kg,https://www.carrefour.ke/mafken/en/spaghetti/santa-lucia-pasta-spaghettti-1kg/p/25790,528
Daawat Spaghetti Blue Label400G 2+1,https://www.carrefour.ke/mafken/en/spaghetti/daawat-spaghetti-blue-label400g-2-1/p/88928,398
Santa Lucia Spirali Pasta 500g,https://www.carrefour.ke/mafken/en/special-shape-pasta/santa-lucia-pasta-spirali-500g/p/25795,387
Santa Maria Fusilli Pasta 400G,https://www.carrefour.ke/mafken/en/short-cut-pasta/santa-maria-pasta-fusilli-400g/p/1912,164
Ranee Standard Spaghetti 400g,https://www.carrefour.ke/mafken/en/spaghetti/ranee-spaghetti-standard-400g/p/39424,82
Santa Maria Grandi Pasta 400G,https://www.carrefour.ke/mafken/en/short-cut-pasta/santa-maria-pasta-grandi-400g/p/1913,164
Santa Maria Spaghetti Pasta 400G,https://www.carrefour.ke/mafken/en/spaghetti/santa-maria-pasta-spaghetti-400g/p/1909,134
Santa Lucia Penne Rigate Pasta 500g,https://www.carrefour.ke/mafken/en/short-cut-pasta/santa-lucia-pasta-penne-rigate-500g/p/25794,389
GORO NO 121 LASAGNE 500G,https://www.carrefour.ke/mafken/en/special-shape-pasta/goro-no-121-lasagne-500g/p/160732,711
Santa Lucia Spaghetti Pasta 400g,https://www.carrefour.ke/mafken/en/spaghetti/santa-lucia-pasta-spaghetti-400g/p/25787,202
Butterfly Semolina 1Kg,https://www.carrefour.ke/mafken/en/special-shape-pasta/butterfly-semolina-sooji-rava-1kg/p/9031,199
Carrefour Pasta Ditali Rigati 400G,https://www.carrefour.ke/mafken/en/short-cut-pasta/crf-pasta-ditali-rigati-400g/p/156616,185
Daawat Spaghetti Green Label 400G,https://www.carrefour.ke/mafken/en/spaghetti/daawat-spaghetti-green-label-400g/p/21787,97
Santa Lucia Spaghetti Pasta 700g,https://www.carrefour.ke/mafken/en/spaghetti/santa-lucia-pasta-spaghetti-700g/p/25789,375
Santa Lucia Shell Pasta 500g,https://www.carrefour.ke/mafken/en/special-shape-pasta/santa-lucia-pasta-shell500g/p/106308,387
Daawat Spaghetti Blue Label 400G,https://www.carrefour.ke/mafken/en/spaghetti/daawat-spaghetti-blue-label-400g/p/21784,150
Carrefour Spaghetti Pasta 400G,https://www.carrefour.ke/mafken/en/spaghetti/crf-mlogo-pasta-spaghetti-400g/p/140091,185
Barilla N65 Farfalle Durum Wheat Pasta 500g,https://www.carrefour.ke/mafken/en/short-cut-pasta/barilla-pasta-farfalle-n65-500g/p/38477,588
Granoro Gnocchi Di Patate Pasta 500g,https://www.carrefour.ke/mafken/en/short-cut-pasta/granoro-gnocchi-pasta-di-patate500g/p/186532,480
Granoro I Classici No.4 Linguini Pasta 500g,https://www.carrefour.ke/mafken/en/special-shape-pasta/granoro-linguini-no-4-500g/p/160721,350
Barilla Chifferi Elbows Pasta 500g,https://www.carrefour.ke/mafken/en/special-shape-pasta/barilla-chifferi-pasta-500g/p/86816,596
Barilla Collezione Tagliatelle Pasta 500g,https://www.carrefour.ke/mafken/en/short-cut-pasta/barilla-pasta-tagliatelle-500g/p/38497,1067
Barilla Bolognese Pasta Sauce 400g,https://www.carrefour.ke/mafken/en/special-shape-pasta/barilla-bolognese-pasta-400g/p/103122,844
Santa Lucia Rigatoni Pasta 500g,https://www.carrefour.ke/mafken/en/short-cut-pasta/santa-lucia-pasta-rigatoni-500g/p/87030,387
Italpasta Wholemeal Vermicelli Pasta 500G,https://www.carrefour.ke/mafken/en/soup-pasta-vermicelli/italpasta-wholemeal-vermicelli-500g/p/217911,420
Santa Lucia Spaghetti Pasta 250g,https://www.carrefour.ke/mafken/en/spaghetti/santa-lucia-pasta-spaghetti-250g/p/25786,151
Granoro Canneroni No. 21 Pasta 500g,https://www.carrefour.ke/mafken/en/short-cut-pasta/granoro-canneroni-pasta-no-21-500g/p/186536,350
Spago Fusilli Pasta 500g,https://www.carrefour.ke/mafken/en/short-cut-pasta/spago-pasta-fusilli-500g/p/146660,220
Granoro N. 32 Spirali Classic Pasta 500g,https://www.carrefour.ke/mafken/en/special-shape-pasta/granoro-spirali-32-500g/p/200108,350
Koka Curry Oriental Instant Noodles 70g,https://www.carrefour.ke/mafken/en/short-cut-pasta/koka-curry-noodle-cup-70g/p/53703,267
Butterfly Standard Spaghetti 400g,https://www.carrefour.ke/mafken/en/spaghetti/butterfly-standard-spaghetti-400g/p/130798,264
Koka Original Vegetable Instant Noodles 85g,https://www.carrefour.ke/mafken/en/short-cut-pasta/koka-vegetable-noodle-85g/p/53714,101
Pearl  Green Polished Grams 1Kg,https://www.carrefour.ke/mafken/en/black-eyed-peas/pearl-green-grams-polished-1kg/p/32004,174
Butterfly Pulses Yellow Kidney Beans 1Kg,https://www.carrefour.ke/mafken/en/beans/butterfly-yellow-kidney-beans-1-kg/p/9006,301
Butterfly Red Lentil Masoor Dal 1Kg,https://www.carrefour.ke/mafken/en/lentils/butterfly-masoordal-red-lentil-1kg/p/9029,472
Amana Yellow Beans 1Kg,https://www.carrefour.ke/mafken/en/beans/amana-yellow-beans-1kg/p/104515,265
Nutrameal Nyayo Beans 1Kg,https://www.carrefour.ke/mafken/en/beans/nutrameal-nyayo-beans-1kg/p/22053,260
DAAWAT LENTILS KAMANDE 1KG,https://www.carrefour.ke/mafken/en/lentils/daawat-lentils-kamande-1kg/p/187091,360
Nutrameal Kamande (Masoor Whole)500g,https://www.carrefour.ke/mafken/en/lentils/nutrameal-red-lentils-500g/p/159123,200
Amana Ndengu Green Grams 1Kg,https://www.carrefour.ke/mafken/en/beans/amana-ndengu-1kg/p/44965,199
Nutrameal Yellow Beans 1Kg,https://www.carrefour.ke/mafken/en/beans/nutrameal-yellow-beans-1kg/p/22048,244
Butterfly Pulses Green Lentils 500g,https://www.carrefour.ke/mafken/en/lentils/butterfly-green-lentil-kamande-500g/p/9004,254
Pearl Imported Popcorn 500g,https://www.carrefour.ke/mafken/en/black-eyed-peas/pearl-popcorn-imported-500g/p/32007,185
Nutrameal Regular Chick Peas 1Kg,https://www.carrefour.ke/mafken/en/peas/nutrameal-chick-peas-regular-1kg/p/22067,375
Butterfly Grains Polished Green Grams 1Kg,https://www.carrefour.ke/mafken/en/black-eyed-peas/butterfly-green-grams-polished-1kg/p/8996,191
Pearl Yellow Beans 1Kg,https://www.carrefour.ke/mafken/en/beans/pearl-yellow-beans-1kg/p/100704,320
Godson Organics Chia Black Seeds 250g,https://www.carrefour.ke/mafken/en/chia-flax-seeds/godson-organics-chia-seed-black250g/p/158949,319
BUTTERFLY POPCORN KERNELS 1KG,https://www.carrefour.ke/mafken/en/black-eyed-peas/lp-butterfly-popcorn-kernels-1kg/p/9001,399
Nutrameal Red Kidney Beans 1Kg,https://www.carrefour.ke/mafken/en/beans/nutrameal-red-kidney-beans-1kg/p/22056,290
Butterfly Pulses Brown Rosecoco Beans 1Kg,https://www.carrefour.ke/mafken/en/beans/butterfly-rosecoco-beans-brown-1kg/p/9018,345
Butterfly Pulses Chick Peas 1Kg,https://www.carrefour.ke/mafken/en/peas/butterfly-chick-peas-kabuli-chan1kg/p/9016,445
Nutrameal Butter Beans 1Kg,https://www.carrefour.ke/mafken/en/beans/nutrameal-butter-beans-1kg/p/22031,430
GODSON ORGANICS QUINOA SEEDS 500G,https://www.carrefour.ke/mafken/en/quinoa/godson-organics-quinoa-seeds-500g/p/158952,999
Butterfly Green Lentils 1Kg,https://www.carrefour.ke/mafken/en/lentils/butterfly-green-lentil-kamande-1kg/p/9003,468
Nutrameal Black Njahi Beans 1Kg,https://www.carrefour.ke/mafken/en/beans/nutrameal-black-njahi-1kg/p/22032,245
Nutrameal Green Lentils 1Kg,https://www.carrefour.ke/mafken/en/lentils/nutrameal-green-lentils-1kg/p/22044,399
Butterfly Whole Red Lentils 1Kg,https://www.carrefour.ke/mafken/en/black-eyed-peas/butterfly-red-whole-masoor-1kg/p/206522,419
Butterfly Cracked Wheat 1Kg,https://www.carrefour.ke/mafken/en/black-eyed-peas/butterfly-cracked-wheat-1kg/p/9030,195
Butterfly Cow Peas Red Chora 1Kg,https://www.carrefour.ke/mafken/en/peas/butterfly-cow-peas-red-chora-1kg/p/9013,249
Naturalli Bulgar 750g,https://www.carrefour.ke/mafken/en/black-eyed-peas/naturalli-bulgar-750g/p/161423,799
Butterfly Pulses Lima Butter Beans 1Kg,https://www.carrefour.ke/mafken/en/beans/butterfly-butter-beans-lima-1kg/p/9042,439
Butterfly Popcorn Kernels 200g,https://www.carrefour.ke/mafken/en/seeds/butterfly-popcorn-kernels-200g/p/135707,106
Nutrameal Sunflower Seeds 500g,https://www.carrefour.ke/mafken/en/seeds/nutrameal-sunflower-seeds-500g/p/22065,150
Naturalli Couscous 250g,https://www.carrefour.ke/mafken/en/couscous/naturalli-couscous-250g/p/39683,399
Butterfly Pigeon Peas Washed Toor Dal 1Kg,https://www.carrefour.ke/mafken/en/peas/butterfly-pigeon-peas-toordal-1-kg/p/9008,305
Eva Kamande,https://www.carrefour.ke/mafken/en/other-pulses/eva-kamande-beans/p/146327,500
S&S Wairimu Beans 1kg,https://www.carrefour.ke/mafken/en/beans/s-s-wairimu-beans-1kg/p/138419,225
S&S Polished Green Grams 1Kg,https://www.carrefour.ke/mafken/en/black-eyed-peas/s-s-green-grams-1kg/p/27855,190
Nutrameal Black Lima Beans 1Kg,https://www.carrefour.ke/mafken/en/beans/nutrameal-black-lima-beans-1kg/p/22069,300
Naturalli Black Eye Beans 500g,https://www.carrefour.ke/mafken/en/beans/naturalli-black-eye-beans-500g/p/39680,499
Eva Black Butter Beans,https://www.carrefour.ke/mafken/en/other-pulses/eva-black-butter-beans/p/146335,400
Eva White Kunde Beans,https://www.carrefour.ke/mafken/en/other-pulses/eva-white-kunde-beans/p/148382,290
S&S Njahi Black Beans 1Kg,https://www.carrefour.ke/mafken/en/beans/s-s-black-njahi-beans-1kg/p/27858,270
Eva Red Kunde Beans,https://www.carrefour.ke/mafken/en/other-pulses/eva-red-kunde-beans/p/148381,310
Daawat Basmati Rice 5Kg,https://www.carrefour.ke/mafken/en/indian-basmati-rice/daawat-basmati-rice-5kg/p/21751,1790
Sunrice Basmati Rice 2Kg,https://www.carrefour.ke/mafken/en/indian-basmati-rice/sunrice-basmati-2kg/p/38562,685
Sunrice Basmati 5Kg,https://www.carrefour.ke/mafken/en/indian-basmati-rice/sunrice-basmati-5kg/p/38563,1863
Cil Rice Pishori 5Kg,https://www.carrefour.ke/mafken/en/special-rice/cil-rice-pishori-5kg/p/31968,1455
Pearl Pishori fortified rice 5Kg,https://www.carrefour.ke/mafken/en/special-rice/pearl-fortified-rice-pishori-5kg/p/31963,1371
Guru Special Basmati Rice 5Kg,https://www.carrefour.ke/mafken/en/indian-basmati-rice/guru-special-basmati-rice-5kg/p/55606,1725
Cil Rice Pishori 2Kg,https://www.carrefour.ke/mafken/en/special-rice/cil-rice-pishori-2kg/p/31967,577
Pearl Pishori fortified rice 2Kg,https://www.carrefour.ke/mafken/en/special-rice/pearl-fortified-rice-pishori-2kg/p/31962,599
Daawat Traditional Basmati Rice 2Kg,https://www.carrefour.ke/mafken/en/indian-basmati-rice/daawat-basmati-rice-2kg/p/21748,710
Ranee Premium Basmati Rice 5Kg,https://www.carrefour.ke/mafken/en/indian-basmati-rice/ranee-rice-basmati-premium-5kg/p/31976,1855
Pearl Super Basmati Rice 5Kg,https://www.carrefour.ke/mafken/en/indian-basmati-rice/pearl-super-basmati-rice-5kg/p/67247,1838
Pearl Super Basmati fortified Rice 2Kg,https://www.carrefour.ke/mafken/en/indian-basmati-rice/pearl-super-basmati-rice-2kg/p/67246,661
Cil Rice Pishori 1Kg,https://www.carrefour.ke/mafken/en/special-rice/cil-rice-pishori-1kg/p/31966,297
Malbros Daawat Aromatic Rice 5Kg,https://www.carrefour.ke/mafken/en/indian-sri-lankan-rice/daawat-aromatic-rice-5kg/p/21756,1387
Sunrice Basmati Rice 1kg,https://www.carrefour.ke/mafken/en/indian-basmati-rice/sunrice-basmati-1kg/p/38561,359
Ranee Premium Basmati Rice 2Kg,https://www.carrefour.ke/mafken/en/indian-basmati-rice/ranee-rice-basmati-premium-2kg/p/31975,629
Royal Umbrella Thai Jasmine Rice 5Kg,https://www.carrefour.ke/mafken/en/thai-jasmine-rice/royal-umbrella-thai-frag-rice-5kg/p/28365,2275
KPL LONG GRAIN RICE 5KG,https://www.carrefour.ke/mafken/en/indian-traditional-rice/kpl-long-grain-rice-5kg/p/159253,675
Daawat Long Grain Rice 5Kg,https://www.carrefour.ke/mafken/en/indian-sri-lankan-rice/daawat-long-grain-rice-5kg/p/21771,900
Daawat Basmati Rice 1Kg,https://www.carrefour.ke/mafken/en/indian-basmati-rice/daawat-basmati-rice-1kg/p/21749,368
Sunrice Kenya Finest Aromatic Pishori Rice 5Kg,https://www.carrefour.ke/mafken/en/special-rice/sunrice-kenya-pishori-5kg/p/38569,1472
Daawat Deli Basmati Rice 5Kg,https://www.carrefour.ke/mafken/en/indian-basmati-rice/daawat-deli-basmati-5kg/p/121303,1665
Amana Pishori Rice 5Kg,https://www.carrefour.ke/mafken/en/special-rice/amana-pishori-5kg/p/104513,1451
Royal Umbrella Thai Jasmine Rice 1Kg,https://www.carrefour.ke/mafken/en/thai-jasmine-rice/royal-umbrella-thai-frag-rice-1kg/p/28363,489
Kings M. P. S Grade 1 Mwea Super Basmati Rice 2kg,https://www.carrefour.ke/mafken/en/special-rice/kings-m-p-s-mwea-super-rice-2kg/p/48102,459
Guru Parboiled Rice 2Kg,https://www.carrefour.ke/mafken/en/parboiled-rice/guru-parboiled-rice-2kg/p/61723,309
Sunrice Mwea Pishori Rice 1Kg,https://www.carrefour.ke/mafken/en/special-rice/sunrice-kenya-pishori-1kg/p/38567,277
Malbros Daawat Aromatic Rice 1Kg,https://www.carrefour.ke/mafken/en/indian-sri-lankan-rice/daawat-aromatic-rice-1kg/p/21754,320
Malbros Daawat Biryani Rice 1Kg,https://www.carrefour.ke/mafken/en/indian-sri-lankan-rice/daawat-biryani-rice-1kg/p/21759,248
224 Superior Quality Aromatic Rice 2Kg,https://www.carrefour.ke/mafken/en/indian-sri-lankan-rice/224-aromatic-rice-2kg/p/21773,429
